Key,Type,Desc,English,French,Spanish,German,Russian,Italian,Chinese Simplified,Japanese,Korean,Brazilian Portuguese,Turkish,Thai,Indonesian,Polish,Ukrainian,Arabic,Portuguese,Lithuanian
SUBTITLES/Grab_9,Text,,you may return to initial despair,revenez à votre désespoir,puedes volver a desesperarte,dann solltest du dich wieder deinem Pessimismus zuwenden.,"то можно снова пасть духом,",potrai tornare a disperarti,那您大概就得继续绝望下去了,絶望と言う名の崖に立つか,처음 절망 상태로 돌아갈 수 있습니다,você pode voltar ao desespero inicial,tekrar umutsuzluğa kapılabilir,คุณสามารถกลับไปสู่ความสิ้นหวังในตอนต้น,Kamu boleh kembali putus asa,możesz znów wpaść w rozpacz,можете знову впасти у відчай,فقد تعود إلى حالة اليأس الأولى,podes voltar ao desespero inicial,galėsi grįžti į pradinę nevilties būseną
SUBTITLES/Grab_10,Text,,"or you may start looking for ways
to solve the puzzle instead","ou cherchez plutôt des façons
de résoudre l'énigme","o puedes probar diferentes 
maneras de resolver el puzle.","Oder du kannst versuchen, das
Rätsel auf eigene Faust zu lösen.",а можно поискать способы решения головоломки.,"oppure potresti cercare dei modi
per risolvere il rompicapo","或者您也可以开始四处找路
来解决谜题",パズルを解くカギを探し始めましょう,아니면 대신에 문제를 해결하기 위한 방법을 강구해야 합니다,"ou pode começar a procurar maneiras
de resolver o quebra-cabeça","veya bulmacayı çözmek için 
başka yollar aramaya başlayabilirsin","หรือไม่ก็คุณอาจเริ่มมองหาวิธีการ
ที่จะแก้ปริศนาแทน","atau mulai mencari cara
untuk menyelesaikan teka-teki","lub zacząć szukać sposobów
na rozwiązanie łamigłówki.","або ж почати шукати варіанти
рішення головоломки","أو يمكنك البدء في البحث عن طرق
لحل اللغز بدلاً من ذلك","ou podes começar a procurar
formas de resolver o puzzle.","arba gali ieškoti būdų
galvosūkiams išspręsti"
SUBTITLES/ClimbHigh_1,Text,,Climbing higher,Monter plus haut,Subir más,Hoch hinaus klettern,Лезем еще выше,Arrampicarsi più in alto,爬高点,より高い所へ,더 높이 오르기,Escalar mais alto,Daha yükseğe tırmanmak,การไต่สูงขึ้นไปอีก,Memanjat lebih tinggi,Wyższa wspinaczka,Піднімаємося вище,التسلق للأعلى,Escalar mais alto,Kopimas aukščiau
SUBTITLES/ClimbHigh_2,Text,,"To get even higher, you need to
jump before grabbing the edge","Pour aller encore plus haut, vous
devez sauter avant d'attraper le rebord","Para subir aún más alto, tienes que 
saltar antes de agarrar el borde","Um hoch hinaus zu kommen, musst du springen,
ehe du dich am Vorsprung festhältst.",Чтобы взобраться еще выше - прыгайте и хватайтесь за край.,"Per raggiungere altezze maggiori, 
devi saltare prima di afferrare il bordo","要想再爬高一些，
您就得跳起来然后再抓住边缘","つかむ前にジャンプすれば
より高い所へ登ることができます","더 높은 곳에 도달하기 위해선,
  모서리를 잡기 전에 점프해야 합니다","Para subir ainda mais, você precisa
pular antes de agarrar a borda","Daha da yükseğe çıkmak için, kenarı
yakalamadan önce zıplaman lazım","หากต้องการไปให้สูงยิ่งขึ้น คุณจำเป็นต้อง
กระโดดก่อนที่จะคว้าขอบ","Untuk memanjat jauh lebih tinggi, Kamu harus
melompat sebelum meraih tepi","Aby wspiąć się jeszcze wyżej,
musisz skoczyć przed złapaniem krawędzi.","Щоб вилізти вище, потрібно стрибнути
перед тим, як схопитися за край","للوصول إلى نقطة أعلى، تحتاج إلى
القفز قبل مسك الحافة","Para chegares ainda mais alto, tens de
saltar antes de agarrares a beira.","Kad užkoptum dar aukščiau, turi
šokti prieš sugriebdamas kraštą"
SUBTITLES/ClimbHigh_3,Text,,"Raise your hands running
toward the obstacle","Levez les mains en courant
vers l'obstacle","Levanta las manos cuando 
corras hacia el obstáculo.","Strecke deine Hände in die Luft
und lauf auf das Hindernis zu.","Поднимите руки и бегите к препятствию,","Alza le mani correndo
verso l'ostacolo","举起手，
冲向障碍物","両手を上げて登りたい場所に
向って走りましょう",장애물을 향해 달리며 손을 드세요,"Levante as mãos quando estiver correndo
em direção ao obstáculo","Engele doğru koşarken
ellerini kaldır","ยกมือของคุณไว้ในขณะที่วิ่ง
เข้าหาอุปสรรค","Angkat tangan Kamu sambil berlari
menuju rintangan","Podnieś ręce, biegnąc
w kierunku przeszkody.","Під час бігу в бік 
перепони, підніміть руки вгору","ارفع يديك وأنت تركض
نحو العائق","Levanta as mãos enquanto corres
na direção do obstáculo.","Bėgdamas link kliūties,
pakelk rankas"
SUBTITLES/ClimbHigh_4,Text,,Jump to grab the edge,Sautez pour attraper le rebord,Salta para agarrarte al borde.,"Springe, um dich am Vorsprung festzuhalten.",в прыжке ухватитесь за край.,Salta per afferrare il bordo,跳起来抓住边缘,ジャンプして端をつかみ,모서리를 잡기 위해 점프하세요,Pule para segurar a borda,Kenarı yakalamak için zıpla,กระโดดไปคว้าขอบ,Lompat untuk meraih tepi,"Skocz, by złapać krawędź.","Підстрибніть, щоб схопитися за край",اقفز لمسك الحافة,Salta para agarrar a beira.,"Pašok, kad sugriebtum kraštą"
SUBTITLES/ClimbHigh_5,Text,,Lower your hands pulling yourself up,Abaissez les mains pour vous hisser,Levanta las manos subiendo el cuerpo.,"Ziehe deine Hände nach unten, um deinen Körper nach oben zu ziehen.","Опустите руки, чтобы подтянуться.",Abbassa le mani tirandoti su,向下移动手把自己提上去,両手を下げて体を持ち上げ—,아래로 손을 밀어서 몸을 끌어 올리세요,Abaixe as mãos levantando seu corpo,Ellerini indir ve kendini yukarı çek,ลดมือลงในขณะที่ดึงตัวคุณเองขึ้น,Turunkan tangan Kamu untuk menaikkan tubuh,"Opuść ręce, gdy się podciągasz.","Опустіть руки донизу, щоб підтягнутися",اخفض يديك وادفع بنفسك للأعلى,Baixa as mãos elevando-te.,"Nuleisk rankas, kad pakeltum save aukštyn"
SUBTITLES/ClimbHigh_6,Text,,Walk forward releasing the hands,Avancez en lâchant les mains,Camina hacia delante soltando las manos.,Geh nach vorn und lass los.,"Идите вперед, отпустив руки.",Cammina in avanti rilasciando le mani,松开手继续往前走,前進しながら手を放しましょう,손을 놓으며 앞으로 걷기,Ande para a frente soltando as mãos,Ellerini bırakarak ileri yürü,เดินไปข้างหน้าพร้อมปล่อยมือ,Jalan maju sambil melepaskan tangan,"Idź do przodu, uwalniając ręce.","Рухайтеся вперед, відпустивши руки",سر إلى الأمام وحرر يديك,Anda para a frente soltando as mãos.,Judėk į prieki paleisdamas rankas
SUBTITLES/ClimbHigh_7,Text,,Practice timing and use the momentum!,Tout est dans le timing et l'élan !,¡Practica la coordinación y la inercia!,"Übung macht den Meister, und vergiss nicht,
dir den Schwung zunutze zu machen!",Правильно выбирайте момент и используйте инерцию!,Esercitati con il tempismo e usa lo slancio!,多练习如何把握时机和运用冲力！,"練習してタイミングと
推進力を学びましょう",타이밍을 맞추는 연습을 하고 모멘텀을 사용하세요!,Pratique a sincronia e use o impulso!,Zamanlama konusunda pratik yap ve ivmeyi kullan!,ฝึกฝนการกะจังหวะเวลาและใช้แรงผลักดัน!,Berlatih tempo dan gunakan momentum!,Poćwicz wyczucie czasu i korzystaj z rozpędu!,Практикуйте координацію рухів і використовуйте інерцію тіла!,اغتنم الوقت واستغل الزخم!,Treina o timing e aproveita o ímpeto!,Praktikuokis laiku atrast momentą ir naudok inerciją!
SUBTITLES/ClimbHigh_8,Text,,"If you don’t release hands you
will make a fool of yourself","Si vous ne lâchez pas vos mains
vous aurez l'air ridicule","Si no sueltas las manos 
parecerás tonto.","Wenn du nicht loslässt, machst
du dich zum Narren.","Если вы не отпустите руки, то будете выглядеть глупо -","Se non rilasci le mani
farai una figura ridicola","如果您不放手，
您看上去就会跟个傻蛋一样","手を放すのを忘れると
恥をかくので注意してください","손을 놓지 않으면,
  웃음거리가 될 것입니다","Se você não soltar as mãos,
vai parecer um bobo,","Ellerini bırakmazsan,
görüşürüz diyen, elleri titreyen,","ถ้าคุณไม่ปล่อยมือ คุณ
จะทำตัวคุณเองให้ดูตลก","Jika Kamu tidak melepaskan tangan, Kamu
akan mempermalukan diri sendiri","Jeśli nie uwolnisz rąk,
zbłaźnisz się.","Якщо не відпустите руки,
то зробите з себе посміховисько.","إذا لم تحرر يديك ستجعل
من نفسك أضحوكة","Se não soltares as mãos
farás uma figura triste.","Jei nepaleisi rankų,
apsikvailinsi,"
SUBTITLES/ClimbHigh_9,Text,,"like saying goodbye, shaking hands, and
walking away without releasing your hand","comme si vous serriez la main de
quelqu'un sans la lâcher ensuite","Es como decir adiós, dar la mano
y salir andando sin soltar la mano.","So ist es auch, wenn man sich verabschiedet:
Man gibt sich die Hand nur vorübergehend.","это как попрощаться рукопожатием и уйти, не разжав руки.","È come salutare qualcuno, stringergli 
la mano e andarsene senza lasciargliela","就像个跟人告别，握手，
然后不放手就往回走的傻蛋","例えば 握手した後に
手を放さず歩き去る…","작별 인사 후 악수하고 헤어질 때,
  손을 놓지 않는 것처럼","como dar adeus, apertar mãos e
ir embora sem soltar a mão","ellerini bırakmadan yürüyen
bir aptal gibi görünebilirsin.","เช่นการบอกลา การจับมือ และ
การเดินจากไปโดยที่ไม่ปล่อยมือ","ini sama halnya seperti Kamu berpamitan, berjabat tangan, kemudian
melangkah pergi tanpa melepaskan tangan","To tak, jakbyś się żegnał, ściskając czyjąś dłoń,
i odchodził bez jej wypuszczenia.","Ви ж не тиснете руку на прощання і не йдете 
не відпустивши руку іншої людини","هل تحب قول الوداع والمصافحة و
السير دون تحرير يديك","Dizer adeus, dar um aperto de mãos e
afastares-te sem soltares as mãos.","lyg tardamas „Viso gero“, spausdamas ranką ir
nueidamas taip ir nepaleidęs rankos"
SUBTITLES/ClimbHigh_10,Text,,Etiquette says - never do that!,Où sont vos manières ?,La etiqueta dice: ¡no lo hagas!,Verhaltensregeln helfen in allen Lebenslagen!,Правила хорошего тона учат нас никогда так не поступать!,Il galateo dice: non si fa!,礼仪老师说：这是大忌！,そんな礼儀作法は存在しませんよ！,에티켓에 어긋납니다!,A etiqueta diz: nunca faça isso!,Görgü kurallar diyor ki - asla bunu yapma!,เพราะจะเป็นการเสียมารยาท!,Tidak sopan - jangan sampai dilakukan!,"Etykieta mówi, żebyś nigdy tego nie robił!","Згідно етикету, такого краще не практикувати!",يخبرنا أدب السلوك - بعدم القيام بذلك مطلقًا!,Diz a etiqueta - nunca faças isso!,Etiketo taisyklė – niekada taip nedaryk!
